,date,S_m,R_o_m,R_h_m,R_o (m3/d),R_h (m3/d)
1029,2019-10-27,0.019773378164122977,0.002197042018235886,0.0,10170.731462347096,0.0
1030,2019-10-28,0.017331949624445373,0.0019257721804939306,0.0,8914.946342805666,0.0
1031,2019-10-29,0.01517345189628655,0.0016859390995873946,0.0,7804.690898694333,0.0
1032,2019-10-30,0.013309624016045648,0.001478847112893961,0.0,6846.003278166208,0.0
1033,2019-10-31,0.0115704723964819,0.0012856080440535444,0.0,5951.444748608368,0.0
1034,2019-11-01,0.010153661370384731,0.0011281845967094145,0.0,5222.686902593345,0.0
1035,2019-11-02,0.008656145146815645,0.0009617939052017385,0.0,4452.417136647925,0.0
1036,2019-11-03,0.010159695069685101,0.001128855007742789,0.0003302,5225.790425663569,1528.5895768
1037,2019-11-04,0.009331535799451285,0.0010368373110501428,7.620000000000001e-05,4799.814374647449,352.75144080000007
1038,2019-11-05,0.008932030320730646,0.0009924478134145163,0.00012700000000000002,4594.322783474806,587.9190680000002
1039,2019-11-06,0.014490337241310642,0.0016100374712567382,0.0008382000000000001,7453.320705089278,3880.2658488000006
1040,2019-11-07,0.012853178273097947,0.0014281309192331051,0.0,6611.223614311106,0.0
1041,2019-11-08,0.010981124746196315,0.0012201249717995908,0.0,5648.305009952297,0.0
1042,2019-11-09,0.00951992702749505,0.0010577696697216723,0.0,4896.716207727822,0.0
1043,2019-11-10,0.007693048630051668,0.000854783181116852,0.0,3957.034103813345,0.0
1044,2019-11-11,0.006098710167046501,0.0006776344630051669,0.0,3136.962377438411,0.0
1045,2019-11-12,0.00506946201401532,0.0005632735571128133,0.0,2607.553265565433,0.0
1046,2019-11-13,0.0047649766681239925,0.000529441852013777,7.620000000000001e-05,2450.9366944577455,352.75144080000007
1047,2019-11-14,0.00384918895722996,0.0004276876619144401,0.0,1979.887650297927,0.0
1048,2019-11-15,0.0030885083504865562,0.00034316759449850627,0.0,1588.6202545304232,0.0
1049,2019-11-16,0.0026140382370705537,0.00029044869300783933,0.0,1344.5694873621026,0.0
1050,2019-11-17,0.004025020161608396,0.0004472244624009329,0.0002286,2070.3290482012403,1058.2543224
1051,2019-11-18,0.003483796209774087,0.00038708846775267633,0.0,1791.9424503519806,0.0
1052,2019-11-19,0.008127396626674228,0.0009030440696304699,0.000635,4180.44746283522,2939.5953400000003
1053,2019-11-20,0.00902749759029252,0.00100305528781028,0.0002286,4643.427794975524,1058.2543224
1054,2019-11-21,0.0210410316353449,0.0023378924039272114,0.0016510000000000001,10822.767899221777,7642.947884
1055,2019-11-22,0.01856455011425939,0.0020627277904732657,0.0,9548.952756793242,0.0
1056,2019-11-23,0.016380036771404878,0.0018200040857116531,0.0,8425.315793919584,0.0
1057,2019-11-24,0.015645256701774593,0.0017383618557527327,0.00012700000000000002,8047.370725046433,587.9190680000002
1058,2019-11-25,0.013635109101801216,0.0015150121224223575,0.0,7013.42137813586,0.0
1059,2019-11-26,0.022384901130396605,0.002487211236710734,0.0012954000000000002,11514.007182725214,5996.774493600001
1060,2019-11-27,0.02434552137164266,0.002705057930182518,0.0005588,12522.481395267048,2586.8438992
1061,2019-11-28,0.022252536329335538,0.0024725040365928376,5.08e-05,11445.923376534638,235.1676272
1062,2019-11-29,0.025358834549855044,0.002817648283317227,0.0006604,13043.694115587907,3057.1791536
1063,2019-11-30,0.02650008047948995,0.0029444533866099945,0.0004572,13630.710951379462,2116.5086448
1064,2019-12-01,0.025218144790071565,0.0028020160877857297,0.0001778,12971.328242929074,823.0866952
1065,2019-12-02,0.022665575913676652,0.0025183973237418505,0.0,11658.376436440969,0.0
1066,2019-12-03,0.020427010176676332,0.0022696677974084816,0.0,10506.936819858325,0.0
1067,2019-12-04,0.018399503970829106,0.002044389330092123,0.0,9464.058815566184,0.0
1068,2019-12-05,0.01654984090540334,0.001838871211711482,0.0,8512.657078436576,0.0
1069,2019-12-06,0.014866899936626269,0.0016518777707362521,0.0,7647.011334025,0.0
1070,2019-12-07,0.013344829142963642,0.001482758793662627,0.0,6864.1115593617005,0.0
1071,2019-12-08,0.011988511125450952,0.0013320567917167725,0.0,6166.469192985787,0.0
1072,2019-12-09,0.012786722378946673,0.0014207469309940749,0.00025400000000000005,6577.041035699975,1175.8381360000003
1073,2019-12-10,0.01149747319411323,0.0012774970215681369,0.0,5913.896521993031,0.0
1074,2019-12-11,0.010318185009395783,0.001146465001043976,0.0,5307.312085892861,0.0
1075,2019-12-12,0.011895328503558244,0.0013217031670620272,0.0003302,6118.53932402957,1528.5895768
1076,2019-12-13,0.010908409694854664,0.0012120455216505183,2.54e-05,5610.902940648398,117.5838136
1077,2019-12-14,0.0098162623573692,0.0010906958174854665,0.0,5049.14069675239,0.0
1078,2019-12-15,0.008771897131917993,0.0009746552368797771,0.0,4511.955893603762,0.0
1079,2019-12-16,0.007855262151134357,0.0008728069056815953,0.0,4040.4710435613183,0.0
1080,2019-12-17,0.007055259975727044,0.0007839177750807827,0.0,3628.978013497066,0.0
1081,2019-12-18,0.0063037302099910745,0.0007004144677767861,0.0,3242.4174890475915,0.0
1082,2019-12-19,0.005666190414787885,0.0006295767127542096,0.0,2914.489403125658,0.0
1083,2019-12-20,0.005088229617096852,0.0005653588463440947,0.0,2617.206661639176,0.0
