id,x,y,z,type
417,557973.1357351389,4868851.978317925,386.44535424242264,junction
418,557972.3954255548,4868854.088648392,386.41807458286115,junction
419,557970.6824795317,4868858.94515343,386.3473502122158,junction
420,557969.0017688463,4868863.899803296,386.272155622293,junction
421,557968.49616637,4868865.333494911,386.25009137427196,junction
422,557967.3534032563,4868868.603958856,386.1945290855418,junction
423,557965.2382436888,4868874.582961124,386.0865315664503,junction
424,557963.8541848982,4868878.556551423,386.0124774680528,junction
425,557963.1515221148,4868880.57176436,385.9706760038219,junction
426,557961.6642174261,4868884.570499871,385.8892340242013,junction
427,557960.0951808416,4868889.254452623,385.7998214201009,junction
428,557958.4010307833,4868893.971329092,385.70366419316707,junction
429,557956.6438466128,4868898.769764067,385.6017221889321,junction
430,557955.0149384455,4868903.625719334,385.5037990010909,junction
431,557953.265286735,4868908.619771161,385.3979394512811,junction
432,557951.1305534284,4868914.624921468,385.27400909181426,junction
433,557949.4835279596,4868919.426355805,385.1692069320662,junction
434,557948.4916989729,4868922.088097952,385.11304096310954,junction
435,557947.6961162079,4868924.519636242,385.06621510722596,junction
436,557945.9757378378,4868929.566677099,384.9588998442604,junction
437,557944.3424920547,4868934.247244951,384.85897233849624,junction
438,557943.3840334096,4868936.962705762,384.80609132472637,junction
439,557942.67012994,4868939.146539391,384.75844941288585,junction
440,557940.8857975056,4868944.181418149,384.652960923019,junction
441,557939.2357679049,4868949.135559718,384.55423115194174,junction
442,557938.3174849242,4868951.691224651,384.50082757032885,junction
443,557937.528435197,4868953.837267518,384.4586860815869,junction
444,557935.7628493857,4868959.072456104,384.35935075393877,junction
445,557934.0718016643,4868963.834918704,384.26835520803456,junction
446,557933.3692114386,4868965.92916883,384.2265611477415,junction
447,557932.4619911079,4868968.582070264,384.1746727043712,junction
448,557930.4205217508,4868974.627308132,384.07196349771124,junction
449,557928.9965629965,4868978.581718502,383.9937983098845,junction
450,557928.2761150298,4868980.672947179,383.95980617946003,junction
451,557927.0218264109,4868984.464081151,383.89029121949613,junction
452,557925.2695907471,4868989.423724418,383.7926746649831,junction
453,557923.646417811,4868994.052056567,383.718050260222,junction
454,557923.1625946544,4868995.40746099,383.6983220988832,junction
455,557922.0874734055,4868998.627233301,383.6397557887327,junction
456,557920.2823562266,4869003.871897954,383.5516008362793,junction
457,557918.641201688,4869008.669882278,383.4678118497574,junction
458,557918.2758931878,4869009.664225046,383.4516202847849,junction
459,557916.4926190446,4869014.765279821,383.3707623977682,junction
460,557914.8862099746,4869019.434394682,383.29468312356437,junction
461,557913.5486186604,4869023.508035643,383.23044927087466,junction
462,557913.2670228477,4869024.301627344,383.2172101320053,junction
463,557911.3994288511,4869029.4511411255,383.1399958461591,junction
464,557909.8163121522,4869034.102470148,383.0636434133492,junction
465,557908.2431709996,4869038.784953796,382.9908268547074,junction
466,557906.0845692145,4869044.822624148,382.90291014963697,junction
467,557904.5037708689,4869049.475083668,382.8368151445141,junction
468,557903.10854708,4869053.520249645,382.77634037856643,junction
469,557901.0405628924,4869059.553800015,382.69115636066084,junction
470,557899.3835917101,4869064.180441312,382.61844679552826,junction
471,557898.1801309319,4869067.769614607,382.5563316336377,junction
472,557897.8027544254,4869068.8692899225,382.53940607878997,junction
473,557896.8410761408,4869071.724088523,382.4852152250746,junction
474,557895.8382402973,4869074.479636266,382.43181196982636,junction
475,557894.1615717296,4869079.179627593,382.3449784688799,junction
476,557893.2908198663,4869081.801852419,382.288219535408,junction
477,557892.5804992677,4869083.783669683,382.2359103883964,junction
478,557890.563130229,4869089.429780551,382.09624764115273,junction
479,557888.926661181,4869094.07386049,381.9767611661292,junction
480,557888.433261983,4869095.437631865,381.94423903827067,junction
481,557887.2833897457,4869098.842804178,381.8568968501206,junction
482,557885.278670952,4869104.216166541,381.69784542239057,junction
483,557883.6135126759,4869108.944551809,381.558893684985,junction
