Date,Q [m3/day]
7/22/2017,6053.129688
7/23/2017,5564.092292
7/24/2017,5084.895841
7/25/2017,4967.079041
7/26/2017,4869.13444
7/27/2017,4719.322733
7/28/2017,4559.125858
7/29/2017,4298.24781
7/30/2017,4096.468186
7/31/2017,3940.703844
8/1/2017,3785.373728
8/2/2017,3533.898172
8/3/2017,5304.399787
8/4/2017,4544.627438
8/5/2017,3836.012032
8/6/2017,3451.602516
8/7/2017,3196.355359
8/8/2017,2966.457687
8/9/2017,2814.151552
8/10/2017,2693.544116
8/11/2017,2607.076307
8/12/2017,2501.567573
8/13/2017,2688.511387
8/14/2017,2865.25174
8/15/2017,2925.78526
8/16/2017,3169.734603
8/17/2017,3406.648566
8/18/2017,3586.655661
8/19/2017,3601.387
8/20/2017,3472.105402
8/21/2017,3386.217745
8/22/2017,3210.478528
8/23/2017,2995.981464
8/24/2017,2829.874687
8/25/2017,2699.922248
8/26/2017,2531.801003
8/27/2017,2380.776852
8/28/2017,2275.332639
8/29/2017,2159.957258
8/30/2017,2059.136025
8/31/2017,1978.423828
9/1/2017,1929.67217
9/2/2017,1852.607138
9/3/2017,1840.432521
9/4/2017,1754.652397
9/5/2017,1693.05363
9/6/2017,1640.914095
9/7/2017,1571.881694
9/8/2017,1526.98424
9/9/2017,1481.266299
9/10/2017,1475.082491
9/11/2017,1407.944006
9/12/2017,1352.632918
9/13/2017,1280.871482
9/14/2017,1285.836691
9/15/2017,1252.936883
9/16/2017,1243.979386
9/17/2017,1280.16914
9/18/2017,1275.144362
9/19/2017,1344.470847
9/20/2017,1319.039043
9/21/2017,1261.191704
9/22/2017,1236.054041
9/23/2017,1223.044014
9/24/2017,1195.215451
9/25/2017,1175.402089
9/26/2017,1138.189357
9/27/2017,1100.864291
9/28/2017,1085.722705
9/29/2017,1081.320647
9/30/2017,1080.586971
10/1/2017,1097.841825
10/2/2017,1087.36558
10/3/2017,1082.142085
10/4/2017,1063.799822
10/5/2017,1015.877194
10/6/2017,1084.043605
10/7/2017,5387.765566
10/8/2017,9556.082682
10/9/2017,6827.623654
10/10/2017,5835.652292
10/11/2017,5185.4111
10/12/2017,4454.277688
10/13/2017,4004.192047
10/14/2017,3739.787284
10/15/2017,3755.336055
10/16/2017,3635.716688
10/17/2017,3347.095635
10/18/2017,3055.331303
10/19/2017,2704.129957
10/20/2017,2569.837617
10/21/2017,2483.86789
10/22/2017,2502.146218
10/23/2017,2526.597183
10/24/2017,2705.059589
10/25/2017,2831.185371
10/26/2017,2798.428837
10/27/2017,2706.300595
10/28/2017,2597.283177
10/29/2017,2501.669432
10/30/2017,2382.591491
10/31/2017,2260.211246
11/1/2017,2170.283876
11/2/2017,2061.514068
11/3/2017,2031.048491
11/4/2017,2002.051248
11/5/2017,1899.471045
11/6/2017,1840.432526
11/7/2017,1785.936758
11/8/2017,1756.670512
11/9/2017,1731.166188
11/10/2017,1736.052445
11/11/2017,1689.14438
11/12/2017,1659.858447
11/13/2017,1657.935552
11/14/2017,1659.826839
11/15/2017,1647.596687
11/16/2017,1656.989908
11/17/2017,1589.849205
11/18/2017,1570.936331
11/19/2017,1568.130682
11/20/2017,1542.528557
11/21/2017,1490.409945
11/22/2017,1537.956749
11/23/2017,1491.324307
11/24/2017,1707.618901
11/25/2017,1751.688466
11/26/2017,1741.915953
11/27/2017,1753.834546
11/28/2017,1729.211685
11/29/2017,1717.580458
11/30/2017,1750.711215
12/1/2017,1741.915953
12/2/2017,1687.189877
12/3/2017,1677.417364
12/4/2017,1664.713096
12/5/2017,1669.662568
12/6/2017,1645.926653
12/7/2017,1657.935552
12/8/2017,1643.750896
12/9/2017,1598.359999
12/10/2017,1574.718906
12/11/2017,1570.967613
12/12/2017,1569.990688
12/13/2017,1566.301959
12/14/2017,1569.045044
12/15/2017,1568.130682
12/16/2017,1487.666861
12/17/2017,1481.266329
12/18/2017,1481.266329
12/19/2017,1479.499527
12/20/2017,1481.266329
12/21/2017,1481.266329
12/22/2017,1481.266329
12/23/2017,1481.266329
12/24/2017,1481.266329
12/25/2017,1481.266329
12/26/2017,1481.266329
12/27/2017,1481.266329
12/28/2017,1481.266329
12/29/2017,1481.266329
12/30/2017,1481.266329
12/31/2017,1481.266329
