t, Q
2523020.0,0.0447123887820176
2523030.0,0.04471233008809928
2523040.0,0.044712305895167614
2523050.0,0.04471226926486751
2523060.0,0.04471220723269728
2523070.0,0.04471222462466715
2523080.0,0.044712217636485925
2523090.0,0.04471228316553706
2523100.0,0.0447123123099496
2523110.0,0.04471234329041064
2523120.0,0.0447123935096459
2523130.0,0.0447123626366136
2523140.0,0.04471234984117104
2523150.0,0.04471228332617776
2523160.0,0.044712253670927835
2523170.0,0.04471223081322568
2523180.0,0.044712198464747416
2523190.0,0.04471224547804392
2523200.0,0.044712260004769966
2523210.0,0.04471232440138258
2523220.0,0.044712359510137786
2523230.0,0.044712380138258304
2523240.0,0.044712370377092435
2523250.0,0.04471232233413929
2523260.0,0.04471230255128086
2523270.0,0.04471223703240901
2523280.0,0.04471222127203534
2523290.0,0.044712209527380795
2523300.0,0.04471224773768424
2523310.0,0.044712294663465366
2523320.0,0.04471230712251733
2523330.0,0.0447123793869462
2523340.0,0.044712373335229386
2523350.0,0.044712371764277954
2523360.0,0.044712316170839546
2523370.0,0.04471226882730276
2523380.0,0.04471225830414274
2523390.0,0.044712195329862425
2523400.0,0.044712230377477145
2523410.0,0.04471224096757461
2523420.0,0.044712287892224575
2523430.0,0.04471234774282053
2523440.0,0.044712354079413166
2523450.0,0.04471239657583033
2523460.0,0.04471234364938118
2523470.0,0.04471232710538724
2523480.0,0.04471227648186863
2523490.0,0.044712221340790136
2523500.0,0.04471222178165753
2523510.0,0.04471221215071455
2523520.0,0.044712271393235074
2523530.0,0.04471228849539816
2523540.0,0.04471233502943099
2523550.0,0.04471238664005854
2523560.0,0.04471236966409691
2523570.0,0.04471236326663574
2523580.0,0.044712298311373966
2523590.0,0.04471227837131942
2523600.0,0.04471223501282086
2523610.0,0.04471220340509311
2523620.0,0.044712229066622734
2523630.0,0.04471225142873777
2523640.0,0.04471231762627432
2523650.0,0.044712338584756234
2523660.0,0.04471237313433296
2523670.0,0.04471238565130266
2523680.0,0.044712344784558974
2523690.0,0.044712325962307765
2523700.0,0.044712256657611
2523710.0,0.044712233941038494
2523720.0,0.04471220590802207
2523730.0,0.04471223156400588
2523740.0,0.04471227165530644
2523750.0,0.044712296426344125
2523760.0,0.044712363896981536
2523770.0,0.04471236714149616
2523780.0,0.044712385348591954
2523790.0,0.044712335504417215
2523800.0,0.044712294552734
2523810.0,0.04471228073967633
2523820.0,0.04471220459390583
2523830.0,0.04471222262403887
2523840.0,0.044712222176494926
